accuracy_top3,accuracy_top5,accuracy_top10,label,round
0.994140625,0.994140625,0.99609375,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.994140625,0.99609375,1.0,0,1
0.99609375,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,1,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9230769230769231,0.9316239316239316,0.9487179487179487,1,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,1.0,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
0.998046875,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,1.0,0,1
1.0,1.0,1.0,0,1
0.994140625,0.998046875,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975062344139651,0.9975062344139651,1.0,0,1
0.99609375,0.99609375,0.998046875,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.994140625,0.994140625,0.99609375,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
1.0,1.0,1.0,0,1
0.9928571428571429,0.9928571428571429,0.9952380952380953,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.998046875,0,1
0.99609375,0.99609375,1.0,0,1
0.99609375,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9921875,0.994140625,0.994140625,0,1
0.9975062344139651,0.9975062344139651,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,1,1
0.99609375,0.99609375,0.99609375,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
1.0,1.0,1.0,0,1
0.99609375,0.99609375,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.99609375,0.998046875,0.998046875,0,1
0.9921875,0.9921875,0.994140625,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
1.0,1.0,1.0,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,1,1
1.0,1.0,1.0,0,1
0.998046875,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,1.0,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,1.0,1.0,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
1.0,1.0,1.0,0,1
0.99609375,0.99609375,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9928571428571429,0.9928571428571429,0.9976190476190476,0,1
1.0,1.0,1.0,0,1
1.0,1.0,1.0,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.994140625,0.994140625,0.994140625,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.99609375,0.99609375,0.99609375,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9928571428571429,0.9928571428571429,0.9952380952380953,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
1.0,1.0,1.0,1,1
0.998046875,1.0,1.0,0,1
0.994140625,0.994140625,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9464285714285714,0.9642857142857143,0.9821428571428571,1,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.994140625,0.99609375,0.99609375,1,1
0.99609375,0.99609375,0.99609375,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9928571428571429,0.9928571428571429,0.9952380952380953,0,1
0.994140625,0.994140625,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.9921875,0.994140625,0.994140625,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.98828125,0.98828125,0.9921875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.994140625,0.994140625,0.99609375,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
0.99609375,0.99609375,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.998046875,0,1
0.99609375,1.0,1.0,0,1
0.99609375,0.99609375,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
1.0,1.0,1.0,0,1
0.99609375,0.99609375,0.99609375,0,1
0.994140625,0.994140625,0.994140625,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
1.0,1.0,1.0,0,1
0.99609375,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.986328125,0.98828125,0.9921875,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9928571428571429,0.9928571428571429,0.9952380952380953,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.99609375,0.99609375,0.99609375,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.994140625,0.994140625,0.994140625,0,1
0.99609375,0.99609375,0.99609375,0,1
0.99609375,0.99609375,0.99609375,0,1
0.9928571428571429,0.9928571428571429,0.9928571428571429,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,0,1
0.982421875,0.982421875,0.986328125,1,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,1,1
0.998046875,1.0,1.0,0,1
1.0,1.0,1.0,0,1
0.99609375,0.99609375,0.99609375,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
0.986328125,0.98828125,0.9921875,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.998046875,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,1.0,0,1
1.0,1.0,1.0,0,1
0.9975429975429976,0.9975429975429976,1.0,0,1
0.9975429975429976,0.9975429975429976,0.9975429975429976,0,1
1.0,1.0,1.0,0,1
1.0,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.994140625,0.99609375,0.99609375,0,1
0.99609375,0.99609375,0.998046875,0,1
0.994140625,0.994140625,0.994140625,0,1
0.998046875,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.99609375,0.99609375,0.99609375,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
0.998046875,0.998046875,0.998046875,0,1
1.0,1.0,1.0,0,1
1.0,1.0,1.0,0,1
0.994140625,0.994140625,0.994140625,0,1
1.0,1.0,1.0,1,1
0.99609375,1.0,1.0,0,1
0.998046875,0.998046875,0.998046875,0,1
0.986328125,0.990234375,0.9921875,0,1
1.0,1.0,1.0,0,1
0.99609375,0.998046875,1.0,0,1
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
1.0,1.0,1.0,0,2
0.994140625,0.99609375,0.99609375,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.99609375,0.99609375,0.998046875,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.99609375,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.990234375,0.990234375,0.9921875,1,2
0.998046875,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
1.0,1.0,1.0,0,2
0.99609375,0.998046875,0.998046875,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.99609375,0.998046875,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
0.994140625,0.99609375,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
1.0,1.0,1.0,1,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9137931034482759,0.9224137931034483,0.9482758620689655,1,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
0.99609375,0.998046875,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
0.998046875,1.0,1.0,0,2
0.99609375,0.998046875,0.998046875,0,2
0.994140625,0.99609375,1.0,1,2
0.998046875,0.998046875,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9952380952380953,0.9952380952380953,0.9976190476190476,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.99609375,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.99609375,0.998046875,0.998046875,1,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
0.998046875,1.0,1.0,0,2
0.99609375,0.99609375,0.998046875,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.984375,0.990234375,0.9921875,1,2
0.998046875,1.0,1.0,0,2
0.994140625,0.99609375,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.986328125,0.990234375,0.990234375,1,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,1,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.998046875,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.99609375,0.998046875,0.998046875,0,2
0.998046875,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
0.99609375,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.98828125,0.990234375,0.990234375,0,2
1.0,1.0,1.0,0,2
0.994140625,0.994140625,0.994140625,1,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.998046875,0.998046875,0.998046875,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975062344139651,1.0,1.0,0,2
0.9145299145299145,0.9316239316239316,0.9401709401709402,1,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.99609375,0.998046875,0.998046875,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.9952380952380953,0.9952380952380953,0.9976190476190476,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.99609375,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,0.998046875,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.9975429975429976,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
0.9821428571428571,0.9821428571428571,0.9821428571428571,1,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.998046875,1.0,1.0,0,2
1.0,1.0,1.0,0,2
0.99609375,0.998046875,0.998046875,0,2
